key,counts,ststa_ucount,ensta_ucount,br,ut_sub,ut_cu,counts1,spd_avg,spd_max,visb_avg,visb_max,temp_avg,temp_max,prcp_avg,prcp_max
2014 6 17,35097,326,324,1975.7252291305424,32296,2801,33,3.5593749999999993,6.7,16019.46875,16093.0,22.92187500000001,27.2,0.0,0.0
2017 7 26,70323,611,612,1979.0521170106938,63599,6724,38,3.754054054054052,5.7,16072.891891891892,16093.0,20.791891891891886,23.9,0.0,0.0
2014 1 4,2292,306,308,1975.8329650905878,2263,29,33,3.0906249999999997,7.2,16069.75,16093.0,-9.23125,-2.8,0.2269230769230769,5.6
2014 5 28,29690,321,319,1975.3586430891376,27714,1976,37,4.841666666666663,9.8,16072.333333333334,16093.0,16.66388888888888,27.2,0.0,0.0
2014 5 29,33889,323,322,1975.4823635718205,30989,2900,34,4.460606060606058,6.7,16070.454545454546,16093.0,13.38787878787879,16.1,0.0,0.0
2014 8 19,35367,323,321,1976.1798356706,32376,2991,35,3.173529411764705,5.1,16071.117647058823,16093.0,22.16176470588235,25.6,0.0,0.0
2016 10 11,58768,600,598,1977.9171137289604,54162,4042,33,3.0312499999999987,5.7,16069.75,16093.0,12.031250000000004,17.2,0.0,0.0
2014 2 12,8580,319,319,1974.8505976095616,8534,46,33,4.240624999999997,7.7,16069.75,16093.0,-7.171875000000001,-4.4,0.0,0.0
2014 2 13,876,260,266,1976.0813287514318,873,3,48,8.927659574468084,15.4,6174.04255319149,16093.0,-0.5297872340425526,2.2,1.5511627906976744,15.0
2016 11 28,42091,595,596,1977.2712032536456,40490,1413,33,3.5906249999999984,6.2,16069.75,16093.0,7.378125000000002,10.6,0.0,0.0
2017 11 9,58417,731,735,1978.6942072675415,55618,2799,35,2.641176470588235,4.6,16071.117647058823,16093.0,8.197058823529412,12.2,0.0,0.0
2014 4 5,18655,324,323,1976.9586838198911,16168,2487,41,6.030000000000002,11.8,11848.525,16093.0,8.0875,13.3,0.16363636363636364,2.5
2014 4 12,27108,327,327,1977.4472998137803,21480,5628,33,4.2250000000000005,8.2,16069.75,16093.0,14.7625,19.4,0.0,0.0
2014 4 18,20770,325,325,1975.9018659658345,19025,1745,35,3.1588235294117624,5.7,16071.117647058823,16093.0,4.470588235294117,7.2,0.0,0.0
2017 3 2,35739,600,598,1977.50906133829,34511,1006,33,11.053125000000001,15.4,15944.75,16093.0,10.959374999999996,16.1,0.022222222222222223,0.3
2017 5 17,65794,602,603,1978.2377885663332,60027,5767,33,4.315625,8.8,16069.75,16093.0,19.321874999999995,25.0,0.0,0.0
2017 12 6,46335,724,727,1978.2630850921423,45167,1168,43,7.4880952380952355,13.9,12046.92857142857,16093.0,9.785714285714294,13.9,0.8444444444444446,8.0
2014 8 13,27977,324,323,1976.3071930773392,25886,2091,49,6.295833333333333,11.8,11814.375,16093.0,23.34583333333333,28.3,6.251219512195121,68.0
2016 12 24,8014,578,578,1975.2987133572092,7532,401,43,4.32380952380952,6.2,12251.642857142857,16093.0,5.795238095238095,8.0,1.3,15.0
2014 2 15,2261,294,290,1975.5164934478084,2213,48,44,6.020930232558141,10.8,9755.883720930233,16093.0,0.9930232558139537,3.9,0.22499999999999998,3.3
2014 3 1,9202,326,327,1975.920478291154,8614,588,33,2.4375,5.1,16069.75,16093.0,-3.4281250000000014,2.2,0.0,0.0
2014 2 18,5140,316,316,1975.6310412573673,5090,50,45,3.236363636363635,9.3,11151.15909090909,16093.0,0.42727272727272747,4.4,0.3914285714285714,3.0
2014 3 25,16037,331,329,1974.7604213214172,15665,372,33,3.4093749999999994,6.2,16069.75,16093.0,-0.25625,3.3,0.0,0.0
2014 7 4,13612,323,322,1976.559833795014,10830,2782,44,5.713953488372092,13.9,14655.720930232557,16093.0,22.14651162790697,25.0,2.0777777777777775,8.9
2014 8 11,33664,324,323,1976.131881689953,29991,3673,33,3.19375,5.7,16069.75,16093.0,24.55625,28.9,0.0,0.0
2017 6 5,55883,610,611,1978.3184617783495,51032,4851,46,2.8999999999999995,7.2,8857.711111111112,16093.0,18.226666666666667,21.7,1.21,9.0
2017 10 4,71454,682,685,1979.1007270045307,66450,5004,33,4.5062500000000005,8.2,16069.75,16093.0,16.784375,21.7,0.0,0.0
2014 7 13,24869,324,323,1977.7543077539572,19967,4902,34,6.469696969696971,11.8,15794.818181818182,16093.0,22.82424242424242,26.1,0.0,0.0
2016 12 19,25649,595,598,1976.6979282868526,25239,332,33,6.553124999999996,11.3,16069.75,16093.0,-0.59375,5.0,0.05925925925925926,1.3
2017 11 20,45121,721,718,1978.3523338799455,43550,1571,33,7.387499999999998,10.3,16069.75,16093.0,5.79375,8.3,0.23703703703703705,6.4
2017 12 22,34341,737,740,1977.0090327321718,32810,1531,36,3.162857142857142,5.7,15968.628571428571,16093.0,4.448571428571429,9.4,0.0,0.0
2014 7 6,23822,323,322,1977.2250956743592,17246,6576,32,5.551612903225806,9.8,16072.0,16093.0,23.96129032258065,27.2,0.0,0.0
2017 1 13,33611,600,599,1976.7258384477093,32403,1052,33,7.2375000000000025,11.8,16069.75,16093.0,10.031250000000002,13.9,0.1,2.5
2017 5 30,50194,609,611,1978.3791100862584,46686,3508,41,4.129999999999997,5.7,15470.9,16093.0,13.942499999999995,15.0,0.29285714285714287,7.4
2017 12 2,38923,723,724,1979.7468267777176,34752,4171,33,2.328125,5.7,16019.46875,16093.0,5.443749999999999,8.9,0.012,0.3
2017 12 31,6569,680,672,1977.3138686131388,6351,218,33,7.6187499999999995,11.3,15906.6875,16093.0,-8.225000000000001,-5.0,0.07037037037037037,0.8
2017 11 7,36362,733,734,1978.4899571269161,34142,2220,36,5.545714285714283,8.8,15370.914285714285,16093.0,8.654285714285715,15.0,0.5,4.3
2014 7 2,26582,327,326,1975.7324294523626,24489,2093,38,5.95945945945946,11.3,16072.891891891892,16093.0,25.391891891891884,29.4,0.019230769230769232,0.3
2016 12 14,37808,601,602,1976.8355025405538,37015,673,32,4.883870967741935,8.8,16020.09677419355,16093.0,5.154838709677419,7.2,0.0,0.0
2017 1 15,17384,590,591,1978.067759494463,16053,1207,43,2.8804878048780473,5.7,11878.268292682927,16093.0,1.170731707317073,5.0,0.36944444444444446,3.8
2014 1 11,7695,324,326,1975.8636181842421,7501,194,61,6.328333333333337,11.3,2839.25,16093.0,8.328333333333335,12.0,1.0446428571428572,6.6
2014 8 20,35532,322,321,1976.3020086083213,32065,3467,33,2.203125,4.6,16069.75,16093.0,22.978125000000002,26.1,0.0,0.0
2017 3 30,39746,595,596,1977.343203948246,37451,1924,33,4.984374999999998,8.8,16069.75,16093.0,6.168749999999999,10.6,0.0,0.0
2017 8 3,66149,612,614,1979.3263932116765,59938,6211,33,2.5437500000000006,6.7,15906.6875,16093.0,24.196875,27.8,0.02142857142857143,0.3
2017 10 10,74118,698,699,1979.1640387889556,67610,6508,35,4.002941176470586,7.2,15143.79411764706,16093.0,23.2235294117647,27.8,0.6166666666666667,8.6
2014 3 31,17085,330,330,1975.250379086553,16487,598,43,9.559523809523814,11.8,12940.785714285714,16093.0,5.404761904761905,13.3,0.9948717948717948,13.5
2014 5 8,17619,325,323,1975.7594806763284,16562,1057,38,2.5621621621621613,5.1,11479.432432432432,16093.0,12.497297297297289,14.4,0.7514285714285714,7.0
2014 6 9,18611,323,322,1975.9884194599626,17186,1425,42,3.2585365853658512,7.2,12923.365853658537,16093.0,19.24390243902439,21.1,2.0,17.0
2016 12 11,17799,592,591,1978.1514845005058,16879,787,36,3.17142857142857,5.7,14163.6,16093.0,0.19714285714285715,2.2,0.022222222222222223,0.3
2016 12 20,27685,594,597,1976.527863260539,27143,473,33,3.2906249999999977,5.7,16069.75,16093.0,-2.7999999999999994,0.6,0.0,0.0
2016 12 25,9924,572,574,1975.3803888419272,6832,2786,33,4.853124999999997,7.7,16069.75,16093.0,7.159375,11.1,1.1259259259259258,15.2
2017 7 15,56499,610,613,1980.5886875590127,42491,14008,40,3.1282051282051264,5.7,9210.48717948718,16093.0,22.815384615384623,27.8,0.2875000000000001,5.3
2017 7 19,63915,613,617,1979.27751220591,58297,5618,34,5.318181818181817,8.2,16070.454545454546,16093.0,26.954545454545457,31.7,0.0,0.0
2017 8 4,56394,614,616,1979.4604214066674,49631,6763,41,4.8124999999999964,8.2,15612.325,16093.0,24.70500000000001,27.8,0.1303030303030303,1.0
2017 10 17,64480,717,722,1978.9781122432046,60482,3998,33,4.940624999999997,8.2,16069.75,16093.0,10.215625,15.0,0.0,0.0
2014 8 18,34339,323,322,1976.2280523398813,30493,3846,33,4.4343749999999975,6.2,16069.75,16093.0,23.071874999999995,27.8,0.0,0.0
2017 12 12,42620,724,729,1978.1828666763383,41791,829,31,6.856666666666666,9.8,16071.3,16093.0,6.833333333333333,11.1,0.0,0.0
2014 6 11,30548,325,324,1975.7122276879832,28460,2088,41,4.782499999999997,7.2,14928.4,16093.0,19.624999999999996,22.8,0.0,0.0
2017 5 9,56461,601,603,1978.1075203637051,52565,3896,35,3.599999999999998,6.2,16071.117647058823,16093.0,11.979411764705885,16.7,0.0,0.0
2014 1 8,9246,321,324,1974.047339209925,9189,57,33,6.2499999999999964,9.8,16069.75,16093.0,-9.815625000000002,-5.6,0.0,0.0
2014 5 16,17784,322,321,1975.523744991751,16972,812,49,9.46041666666667,12.4,6225.291666666667,16093.0,17.683333333333323,19.0,0.23428571428571432,3.6
2017 3 28,21589,596,596,1977.445184765145,21237,256,43,3.4238095238095227,8.2,9514.857142857143,16093.0,7.988095238095239,10.0,1.575,15.0
2014 1 31,14653,324,324,1974.767411209767,14416,237,35,4.188235294117646,6.2,16071.117647058823,16093.0,-0.6088235294117649,5.6,0.0,0.0
2016 10 13,61217,599,601,1977.8734003172924,56811,3950,34,2.754545454545455,6.7,15668.545454545454,16093.0,14.893939393939391,20.0,0.023076923076923075,0.3
2014 6 27,35823,327,327,1976.0569360141628,31634,4189,38,4.0081081081081065,8.2,16072.891891891892,16093.0,22.840540540540538,28.3,0.02,0.5
2016 11 8,56603,592,595,1977.78094224115,52550,3533,33,2.6343749999999995,4.1,16069.75,16093.0,11.218749999999998,18.9,0.0,0.0
2017 9 7,69519,604,607,1978.9979863068868,64261,5258,36,5.228571428571427,8.8,15037.885714285714,16093.0,18.76571428571429,22.8,1.4090909090909092,12.7
2014 1 9,13354,325,324,1974.036388446668,13191,163,33,4.028124999999998,6.7,16069.75,16093.0,-3.1187499999999995,0.6,0.0,0.0
2014 1 23,5071,314,311,1974.876315267024,5037,34,33,6.078125,9.3,16069.75,16093.0,-10.146874999999998,-6.7,0.012,0.3
2014 5 5,30288,323,321,1975.455381618814,27726,2562,34,7.839393939393937,10.8,16070.454545454546,16093.0,15.399999999999999,20.6,0.0,0.0
2017 12 14,27495,720,728,1977.7619934445768,27115,380,42,5.407317073170726,10.3,11496.317073170732,16093.0,-2.758536585365853,0.0,0.14722222222222223,1.0
2014 6 14,28417,325,324,1977.297733042355,22453,5964,41,4.485000000000001,11.3,12934.8,16093.0,21.51,26.1,2.473333333333333,25.1
2017 6 23,55323,614,614,1978.7569612711022,49815,5508,35,4.679411764705882,8.2,14913.588235294117,16093.0,23.705882352941167,28.3,0.0,0.0
2014 1 14,9999,327,324,1975.1430603535866,9842,157,42,3.812195121951217,8.2,11392.80487804878,16093.0,7.7512195121951235,9.0,1.137142857142857,6.0
2014 6 15,28382,325,323,1977.7172713290508,22106,6276,33,5.974999999999997,9.3,16069.75,16093.0,20.796875,27.8,0.0,0.0
2014 7 19,29291,324,324,1977.3842078592158,21707,7584,33,2.7499999999999996,5.7,16069.75,16093.0,22.93124999999999,25.6,0.0,0.0
2017 1 3,14198,594,593,1976.9552099756343,14036,133,37,6.3861111111111075,8.2,9358.472222222223,16093.0,6.333333333333334,7.8,1.0885714285714283,7.9
2017 6 21,67218,613,613,1978.5560254039715,61822,5396,33,5.146874999999998,7.7,16069.75,16093.0,25.275,30.0,0.012,0.3
2017 9 8,69574,604,606,1979.1584013358959,62888,6686,33,5.621874999999997,8.2,16069.75,16093.0,19.684374999999996,23.3,0.0,0.0
2017 9 14,72071,622,625,1979.077465104128,66575,5496,43,3.2357142857142853,7.2,10983.261904761905,16093.0,21.71904761904762,25.6,0.696551724137931,10.2
2014 1 26,4980,320,317,1976.6941946034342,4892,88,35,7.435294117647056,11.3,15409.85294117647,16093.0,-5.297058823529412,-3.0,0.06666666666666667,1.0
2017 8 30,65329,609,610,1979.4610857314349,59540,5789,37,5.830555555555552,7.7,15771.583333333334,16093.0,19.266666666666666,26.1,1.3249999999999997,14.5
2017 10 3,69105,678,681,1979.1565927256954,64495,4610,33,3.3562499999999993,5.7,16069.75,16093.0,15.484374999999998,20.0,0.0,0.0
2014 4 13,26871,327,327,1977.6379229543538,21334,5537,36,6.200000000000003,12.4,15979.8,16093.0,12.634285714285717,17.8,0.0,0.0
2014 8 21,33804,323,323,1976.2291530732089,30653,3151,33,2.95625,5.7,16069.75,16093.0,23.415625,25.6,0.0,0.0
2016 10 8,34625,592,594,1979.417967505575,27934,6043,42,2.4780487804878035,4.1,15633.609756097561,16093.0,17.463414634146346,22.0,0.16774193548387098,1.5
2016 10 15,51992,595,594,1979.2971108447293,39976,10535,33,2.6781249999999996,4.1,16069.75,16093.0,12.399999999999999,17.8,0.0,0.0
2017 2 15,32052,600,601,1976.9841482901886,31448,490,34,3.8454545454545443,10.3,16070.454545454546,16093.0,3.4060606060606067,7.8,0.0,0.0
2017 6 4,40138,602,603,1979.8784880923743,32140,7998,33,3.0906249999999993,6.2,16069.75,16093.0,18.331249999999997,22.8,0.03571428571428571,0.5
2017 10 28,61348,730,734,1980.3642049075845,48637,12711,33,5.21875,8.8,16069.75,16093.0,15.393749999999997,19.4,0.0,0.0
2017 5 11,57208,600,600,1978.1247312233581,52780,4428,33,2.8718749999999993,5.1,16069.75,16093.0,12.478124999999999,15.6,0.0,0.0
2017 10 21,65874,725,725,1980.3799751362724,50817,15057,33,2.7781249999999997,6.2,16069.75,16093.0,17.35,23.9,0.0,0.0
2014 3 16,9851,328,329,1976.6450482033304,9128,723,33,7.053124999999996,9.8,16069.75,16093.0,3.9531249999999996,11.7,0.012,0.3
2014 6 30,33597,327,326,1976.041108044164,30435,3162,33,5.1,9.3,16069.75,16093.0,22.953125000000004,26.7,0.0,0.0
2016 11 6,39413,578,579,1979.3926958511472,32646,5928,33,6.6218749999999975,9.3,16069.75,16093.0,13.400000000000004,15.6,0.0,0.0
2016 12 10,22379,595,593,1978.1973790802954,21028,1164,33,6.462499999999996,9.8,16069.75,16093.0,0.6874999999999999,3.3,0.0,0.0
2017 2 18,30571,594,596,1978.9375512275087,25109,4661,33,3.0718749999999986,6.7,16069.75,16093.0,4.9312499999999995,11.1,0.0,0.0
2017 5 12,56675,602,604,1978.2276578458682,51193,5482,35,3.511764705882353,7.7,16071.117647058823,16093.0,11.823529411764703,15.0,0.0,0.0
2014 5 31,27734,323,321,1977.0893607200553,21666,6068,33,5.443749999999999,10.3,16007.25,16093.0,17.390625000000004,21.1,0.1206896551724138,0.8
2016 10 7,65896,597,601,1977.9518200184912,58367,6869,38,2.4270270270270267,5.7,12465.378378378378,16093.0,15.859459459459462,22.8,0.0,0.0
2017 3 25,29646,596,600,1979.0902388328955,25074,3874,34,3.9030303030303015,7.7,15924.151515151516,16093.0,10.43636363636364,16.1,0.02142857142857143,0.3
2017 5 24,60622,607,608,1978.2100951800535,55596,5026,37,3.3472222222222223,6.2,16072.333333333334,16093.0,16.538888888888888,20.0,0.04827586206896552,0.5
2017 3 4,15646,591,592,1978.5161809045226,14949,549,33,9.687499999999998,13.4,16069.75,16093.0,-2.696875,1.7,0.0,0.0
2017 4 27,52035,598,599,1977.927846721449,47550,4485,48,3.040425531914894,6.2,7708.31914893617,16093.0,15.36808510638298,17.8,0.3275,12.2
2017 9 24,57458,639,641,1980.7495382655768,45057,12401,33,2.7812499999999996,4.6,16069.75,16093.0,25.081249999999997,32.8,0.0,0.0
2017 12 9,10804,699,707,1978.5510794140323,10426,378,40,4.043589743589741,6.7,9033.666666666666,16093.0,1.0641025641025643,2.8,0.39696969696969703,3.0
2017 1 18,30857,598,597,1976.7388676004227,30416,351,41,4.772499999999997,6.2,9435.675,16093.0,5.304999999999998,6.0,1.1999999999999997,15.0
2017 5 13,5704,572,572,1980.3403151065802,5357,347,45,5.159090909090907,10.3,10196.431818181818,16093.0,10.625000000000005,11.7,2.0282051282051285,13.0
2017 12 20,41463,737,739,1977.7332334207567,40288,1175,33,7.268749999999997,9.8,16069.75,16093.0,7.481249999999997,10.0,0.0,0.0
2017 4 10,50424,596,601,1978.23005333988,44355,6069,33,4.771875,11.8,16069.75,16093.0,11.375000000000004,16.1,0.0,0.0
2017 6 11,51427,604,610,1980.1834801762116,39216,12211,33,4.818749999999999,8.2,16069.75,16093.0,23.5125,30.0,0.0,0.0
2017 6 26,62669,614,614,1978.9571139366387,55545,7124,31,5.349999999999999,9.8,16074.4,16093.0,22.293333333333333,25.6,0.0,0.0
2017 12 10,19815,717,718,1979.457917109458,18965,850,38,6.213513513513512,9.8,12641.27027027027,16093.0,0.7000000000000001,3.3,0.8806451612903224,8.4
2014 2 9,4996,315,315,1976.439820481436,4902,94,35,3.311764705882351,5.1,14911.470588235294,16093.0,-3.4294117647058826,-1.1,0.018518518518518517,0.5
2014 8 31,18053,323,316,1977.1818886048493,12910,5143,40,4.784615384615383,10.8,15610.02564102564,16093.0,24.94871794871795,29.4,0.08518518518518518,2.0
2017 2 8,40428,601,603,1976.97148064483,39078,1175,39,3.4842105263157888,7.7,9305.526315789473,16093.0,8.207894736842107,18.3,0.08928571428571429,2.5
2017 5 28,46727,605,607,1979.5830377400696,28940,17787,41,3.314999999999999,6.7,13314.775,16093.0,16.817499999999995,19.4,0.0,0.0
2017 7 31,64218,611,611,1979.2288645880194,57157,7061,33,3.8062499999999986,5.7,16069.75,16093.0,23.884374999999995,29.4,0.0,0.0
2017 3 21,36824,580,598,1977.5974698590592,35456,1155,33,4.0625,6.7,16069.75,16093.0,9.253125,13.3,0.0,0.0
2014 3 2,8195,327,327,1976.4784738334622,7758,437,33,3.1906249999999985,5.1,16019.46875,16093.0,2.3625,6.1,0.0,0.0
2014 3 26,14500,331,331,1974.8406173272535,14255,245,33,10.028125,15.4,15329.15625,16093.0,1.4249999999999998,3.9,0.0,0.0
2014 4 19,24369,326,326,1976.9776761406947,18366,6003,33,4.1625,7.2,16069.75,16093.0,10.534374999999997,19.4,0.0,0.0
2016 12 21,30625,597,598,1976.4569955866993,29794,696,33,4.318749999999997,7.2,16069.75,16093.0,1.6937499999999996,5.0,0.0,0.0
2014 1 10,9847,327,326,1974.1739890935282,9719,128,45,1.725,2.6,10310.204545454546,16093.0,0.23636363636363625,3.0,0.20526315789473684,3.0
2014 2 3,2600,303,304,1975.5003878975951,2578,22,42,5.2585365853658494,8.2,7733.195121951219,16093.0,2.3878048780487786,8.9,1.7390243902439024,19.0
2014 2 8,5986,318,319,1976.371209540034,5870,116,33,4.371874999999997,7.7,16069.75,16093.0,-2.9968749999999997,-0.6,0.0,0.0
2014 8 16,32017,323,323,1977.558393829401,22041,9976,33,4.403124999999998,7.2,16069.75,16093.0,21.624999999999996,25.0,0.0,0.0
2017 9 25,69200,644,647,1979.213643765266,63394,5806,34,2.324242424242424,4.6,15802.969696969696,16093.0,23.390909090909094,28.9,0.0,0.0
2014 2 26,11188,327,326,1974.667690639682,11068,120,43,5.347619047619046,9.3,11431.214285714286,16093.0,-2.09047619047619,0.0,0.08717948717948719,0.8
2014 3 4,10398,328,329,1974.7728556128907,10271,127,33,4.128124999999998,6.7,16069.75,16093.0,-6.6750000000000025,-3.3,0.05,1.0
2017 12 25,6479,681,680,1976.2830605113113,5338,1141,38,8.618918918918922,17.5,12586.567567567568,16093.0,2.632432432432432,4.4,0.30625,4.0
2014 6 16,34932,325,324,1975.754197893938,31624,3308,33,3.34375,5.7,16069.75,16093.0,22.162499999999998,25.6,0.0,0.0
2016 12 12,29037,599,598,1977.3900035323206,28471,452,42,4.60731707317073,8.2,12899.439024390244,16093.0,5.902439024390244,8.9,1.1513513513513514,14.0
2017 2 26,24714,592,593,1979.3779715094595,22059,2263,37,8.444444444444446,11.8,15013.166666666666,16093.0,7.041666666666665,13.0,1.4939393939393941,8.6
2014 5 9,22641,325,323,1975.5546194488077,21009,1632,49,3.224999999999999,6.2,5493.854166666667,16093.0,14.587500000000004,17.0,0.4151515151515151,9.7
2014 6 8,30162,322,322,1977.5269358097942,23264,6898,33,3.4937500000000012,7.7,16069.75,16093.0,22.556250000000002,28.9,0.0,0.0
2014 8 9,31636,323,321,1977.3815520298222,22000,9636,33,3.2468749999999997,6.7,16069.75,16093.0,24.606249999999992,29.4,0.0,0.0
2017 8 24,66307,613,613,1979.5002492605272,59519,6788,33,3.5437499999999997,6.2,16069.75,16093.0,23.459375,28.9,0.06,1.5
2017 9 27,69897,655,661,1979.1252712988721,65109,4788,41,3.107499999999998,5.1,14742.425,16093.0,23.7225,30.0,0.0,0.0
2017 12 19,49503,736,740,1977.7202842648107,47966,1537,33,5.7781249999999975,11.3,15806.125,16093.0,8.193749999999998,12.8,0.02,0.5
2014 2 25,12830,327,327,1974.7364046544765,12633,197,33,6.949999999999998,11.3,16069.75,16093.0,-1.328125,0.6,0.02,0.5
2014 4 4,12566,325,324,1974.9080732145776,12238,328,37,5.738888888888889,9.8,14213.111111111111,16093.0,6.330555555555552,8.9,0.2941176470588236,2.0
2016 11 4,57877,593,597,1977.7142369732926,52557,4626,33,5.9218749999999964,8.8,16069.75,16093.0,14.537499999999998,17.8,0.0,0.0
2016 12 13,39025,600,604,1977.0491159653236,38100,744,32,4.490322580645159,6.7,16072.0,16093.0,4.980645161290321,7.2,0.6423076923076922,15.2
2017 4 14,52232,595,595,1978.801288862198,42464,9768,33,3.303124999999999,6.2,16069.75,16093.0,12.43125,16.1,0.0,0.0
2017 4 28,62199,600,602,1978.2857905000185,53607,8592,40,3.105128205128205,8.8,5605.461538461538,16093.0,16.505128205128205,23.3,0.01,0.3
2017 6 10,57087,607,609,1979.8523786169692,42870,14217,33,5.1125,9.8,16069.75,16093.0,22.953125000000004,27.2,0.0,0.0
2017 9 3,30955,603,605,1980.60011753841,22691,8264,39,5.89473684210526,9.3,13296.894736842105,16093.0,17.510526315789477,22.8,2.5617647058823527,14.0
2017 5 16,64504,603,603,1978.2917704046204,58580,5924,33,5.915624999999996,9.8,16069.75,16093.0,18.871875000000003,24.4,0.0,0.0
2017 6 6,41268,607,612,1978.5431374043862,39373,1895,49,5.31458333333333,7.2,12954.4375,16093.0,14.44999999999999,16.7,0.39444444444444443,10.2
2017 10 1,55505,671,689,1980.7963416484254,45028,10477,35,4.208823529411762,7.7,16071.117647058823,16093.0,14.541176470588233,20.0,0.1037037037037037,1.0
2017 11 29,55295,727,729,1978.3535713612102,53407,1888,33,6.465625000000001,10.3,15856.40625,16093.0,11.253125000000004,17.8,0.0,0.0
2014 3 28,18425,331,331,1975.217950157162,17816,609,33,6.781249999999998,9.8,16069.75,16093.0,6.106250000000001,10.0,0.0,0.0
2014 7 5,22913,325,321,1976.4613062744845,15571,7342,34,6.851515151515148,10.3,16070.454545454546,16093.0,23.14242424242424,28.9,0.637037037037037,8.1
2016 10 20,63674,595,595,1977.9666586629164,58214,4825,35,5.1352941176470575,8.2,15929.14705882353,16093.0,19.314705882352936,24.4,0.0,0.0
2014 3 17,12503,330,327,1974.4592087984242,12184,319,35,5.69705882352941,8.2,15976.470588235294,16093.0,-1.2529411764705884,1.1,0.0,0.0
2014 8 25,32892,324,322,1976.4050632911392,29623,3269,33,1.9750000000000005,4.6,16069.75,16093.0,23.6875,30.6,0.0,0.0
2017 1 29,22527,592,592,1978.5439024390244,20960,1382,33,5.503124999999998,9.3,16069.75,16093.0,3.1437500000000003,7.2,0.0,0.0
2017 10 16,61730,719,723,1979.1890189647052,57485,4245,36,7.025714285714282,9.8,16071.742857142857,16093.0,16.854285714285705,21.1,0.01,0.3
2014 4 20,18464,325,323,1977.1018589968432,14255,4209,33,5.540624999999999,8.8,16069.75,16093.0,10.39375,12.8,0.0,0.0
2014 7 1,34854,327,325,1976.1006932570647,32172,2682,33,6.671875,12.4,16069.75,16093.0,24.57187499999999,28.9,0.0,0.0
2017 9 5,65445,606,607,1979.1628943415124,59323,6122,33,6.562500000000001,10.8,15969.1875,16093.0,23.228125000000006,26.7,0.0,0.0
2014 2 21,8680,324,324,1975.7207344170272,8551,129,49,4.589583333333333,10.8,4765.270833333333,16093.0,4.606249999999998,8.3,0.29743589743589743,2.0
2017 7 29,52947,608,609,1980.618493526312,40312,12635,33,6.924999999999999,11.3,16069.75,16093.0,22.60312499999999,24.4,0.011538461538461537,0.3
2014 3 14,16299,329,330,1974.8206026629293,15697,602,33,7.671875000000001,14.4,16069.75,16093.0,-1.046874999999999,5.6,0.0,0.0
2014 5 2,32377,324,323,1975.5835976129583,29327,3050,34,4.948484848484849,8.8,15553.90909090909,16093.0,16.2939393939394,19.4,0.25172413793103443,6.1
2014 7 26,27179,323,323,1977.6200290979632,20626,6553,33,4.287499999999998,7.7,16069.75,16093.0,23.315624999999997,26.1,0.08846153846153845,2.3
2017 2 3,29632,600,601,1977.089969836702,28979,561,33,5.103124999999998,7.2,16069.75,16093.0,-0.17812500000000003,3.9,0.0,0.0
2017 4 11,57310,596,600,1978.3655549349717,49496,7814,33,3.793749999999998,9.3,15844.1875,16093.0,13.334375,18.3,0.0,0.0
2017 6 17,34900,610,611,1979.7485081281295,28388,6512,50,2.8183673469387736,4.6,7685.408163265306,16093.0,20.318367346938782,22.2,0.6272727272727272,7.0
2017 12 1,50708,729,728,1978.4849971028889,48527,2181,36,4.7228571428571415,7.7,16071.742857142857,16093.0,9.67714285714286,11.1,0.07037037037037036,0.5
2014 2 28,9587,328,327,1974.8565993870866,9463,124,33,6.821874999999995,12.9,15969.1875,16093.0,-7.681249999999999,-2.2,0.0,0.0
2017 3 13,27417,603,600,1976.4978090708214,26806,497,33,4.896874999999997,9.3,16069.75,16093.0,-3.0624999999999996,0.6,0.0,0.0
2017 5 4,57429,601,604,1978.0511560306745,51969,5460,34,5.157575757575756,8.2,16070.454545454546,16093.0,12.696969696969695,15.6,0.0,0.0
